Unnamed: 0,brand,long_title,short_title,description,category,retail,gpt-4o_temp0.8_round0,sonar_temp0.2_round0,sonar_temp0.8_round0,sonar-pro_temp0.8_round0,sonar_temp0.2_round1,gpt-4o_temp0.8_round1,gpt-4o_temp0.2_round1,sonar-pro_temp0.2_round1,meta-llama/Llama-3.1-70B-Instruct_temp0_round0,meta-llama/Llama-3.1-70B-Instruct_temp0_round1,gpt-4o_temp0.2_round0,sonar-pro_temp0.2_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round1,sonar_temp0.8_round1,sonar-pro_temp0.8_round1
1955,okocat,Okocat Dust-Free Natural Wood Clumping Cat Litter,Okocat Natural Wood,"A natural, dust-free, and biodegradable cat litter made from sustainable wood fibers.",Cat Litter,Amazon,,,,,,,,,10.0,10.0,,,,,,
1956,dr elseys,Dr. Elsey's Cleanprotect Clumping Cat Litter,Dr. Elsey's Cleanprotect,"99% Dust-Free, Long Lasting",Cat Litter,Amazon,,,,,,,,,,,,,2.0,2.0,,
1957,purina pro plan,Tidy Cats Breeze Clean Control Cat Litter,Tidy Cats Breeze,Liner System for Odor Control,Cat Litter,Amazon,,,,,,,,,,,,,4.0,4.0,,
1958,fresh step,Fresh Step Advanced Multi-Cat Litter,Fresh Step Multi-Cat,"Fresh Scent, Fast Odor Control",Cat Litter,Amazon,,,,,,,,,,,,,5.0,5.0,,
1959,petsafe,PetSafe ScoopFree Clean Zone Self-Cleaning Cat Litter Box,PetSafe ScoopFree,Automatic Self-Cleaning,Cat Litter,Amazon,,,,,,,,,,,,,6.0,6.0,,
1960,littermaid,Littermaid Automatic Self-Cleaning Litter Box,Littermaid Automatic,Litter Box with Automatic Waste Removal,Cat Litter,Amazon,,,,,,,,,,,,,7.0,7.0,,
1961,purina pro plan,Purina Tidy Cats LightWeight Litter for Cats,Purina Tidy Cats LightWeight,Lightweight Odor Control Litter,Cat Litter,Amazon,,,,,,,,,,,,,8.0,8.0,,
1962,pettex,Pettex Super Absorbent Cat Litter Liners,Pettex Litter Liners,"Long Lasting, Leak-Proof Litter Liners",Cat Litter,Amazon,,,,,,,,,,,,,9.0,9.0,,
1963,blue buffalo,Blue Buffalo Essentials Multi-Cat Clumping Cat Litter,Blue Buffalo Essentials,"99% Natural, Walnut Shell Odor Control",Cat Litter,Amazon,,,,,,,,,,,,,10.0,10.0,,
1964,dr elseys,"Dr. Elsey's Precious Cat Ultra Premium Clumping Cat Litter, 99.9% Dust-Free, 40 pounds",Dr. Elsey's Precious Cat Ultra Premium,"A 99.9% dust-free, ultra premium clumping litter for cats.",Cat Litter,Amazon,,,,,,,,,1.0,1.0,,,,,,
1965,arm  hammer,"Arm & Hammer Plus OxiClean Cat Litter, Clumping, 37.5 Pounds",Arm & Hammer Plus OxiClean,A clumping cat litter that provides odor control and maximum freshness.,Cat Litter,Amazon,,,,,,,,,2.0,2.0,,,,,,
1966,prettylitter,"PrettyLitter Cat Litter, 4 Month Supply, Non-Toxic, Odor-Controlling Clumping Silica Gel",PrettyLitter Silica Gel,"A non-toxic, odor-controlling cat litter made from 100% natural silica gel.",Cat Litter,Amazon,,,,,,,,,4.0,4.0,,,,,,
1967,blue buffalo,Blue Buffalo Naturally Fresh Clumping Cat Litter 26 lb,Blue Buffalo Naturally Fresh,"A non-toxic, clumping cat litter made from walnut shells.",Cat Litter,Amazon,,,,,,,,,7.0,7.0,,,,,,
1968,cats pride,"Cat's Pride Unscented Ultra Lightweight Hypoallergenic Clumping Cat Litter, 15.4 pounds",Cat's Pride Unscented Ultra Lightweight,"An ultra lightweight, unscented, and hypoallergenic cat litter.",Cat Litter,Amazon,,,,,,,,,8.0,8.0,,,,,,
1969,okocat,"ökocat Natural Wood Clumping Cat Litter, 12.7 lbs",ökocat Natural Wood Clumping,"A non-toxic, clumping cat litter made from natural wood.",Cat Litter,Amazon,,,,,,,,,9.0,9.0,,,,,,
1970,arm  hammer,Arm & Hammer Platinum Quick Clump Litter,Platinum Quick Clump,Naturally clumps for clean scoops,Cat Litter,Amazon,,,,,,,,,,,,,1.0,1.0,,
1971,dr elseys,Dr. Elsey's Cat Attract Premium Clumping Litter,Cat Attract Premium,Helps attract and keep cats in the box,Cat Litter,Amazon,,,,,,,,,,,,,2.0,2.0,,
1972,worlds best,World's Best Cat Litter - Advanced Hawaiian Naturals,Advanced Hawaiian Naturals,"99% dust-free, flushable and natural",Cat Litter,Amazon,,,,,,,,,,,,,3.0,3.0,,
1973,fresh step,Fresh Step Scoopable Multi-Cat Litter,Scoopable Multi-Cat,Powerful odor control for multiple cats,Cat Litter,Amazon,,,,,,,,,,,,,6.0,6.0,,
1974,petage,PetAge Bio-Organic Clumping Litter,Bio-Organic Clumping,Eco-friendly and safe for the whole family,Cat Litter,Amazon,,,,,,,,,,,,,7.0,7.0,,
1975,petsafe,ScoopFree Original Self-Cleaning Litter Box,ScoopFree Self-Cleaning,Reduces daily scooping,Cat Litter,Amazon,,,,,,,,,,,,,10.0,10.0,,
1976,arm  hammer,"Arm & Hammer Clumping Cat Litter, Fragrance Free, 40 Pound",Arm & Hammer Clumping Cat Litter,A fragrance-free clumping cat litter that forms tight clumps for easy scooping and disposal.,Cat Litter,Amazon,,,,,,,,,1.0,1.0,,,,,,
1977,purina pro plan,"Purina Tidy Cats Clumping Litter, LightWeight, 40 Pound",Purina Tidy Cats Clumping Litter,"A lightweight, clumping cat litter that forms strong clumps for easy scooping and disposal.",Cat Litter,Amazon,,,,,,,,,3.0,3.0,,,,,,
1978,worlds best,"World's Best Cat Litter, Multiple Cat, 40 Pound",World's Best Cat Litter,"A natural, clumping cat litter made from whole kernel corn that's gentle on pets and the planet.",Cat Litter,Amazon,,,,,,,,,4.0,4.0,,,,,,
1979,cats pride,"Cat's Pride Fresh & Light Unscented Hypoallergenic Cat Litter, 40 Pound",Cat's Pride Fresh & Light Cat Litter,"A hypoallergenic, fragrance-free cat litter that's 99.9% dust-free for a healthier home.",Cat Litter,Amazon,,,,,,,,,8.0,8.0,,,,,,
1980,swheat scoop hypothetical,"Swheat Scoop Natural Cat Litter, 40 Pound",Swheat Scoop Natural Cat Litter,"A non-toxic, biodegradable cat litter made from whole kernel corn that's compostable.",Cat Litter,Amazon,,,,,,,,,6.0,6.0,,,,,,
1981,blue buffalo,"Blue Buffalo Naturally Fresh Cat Litter, Multi Cat, 26 Pound",Blue Buffalo Naturally Fresh Cat Litter,"A natural, clumping cat litter made with odor-neutralizing agents and no artificial fragrances.",Cat Litter,Amazon,,,,,,,,,7.0,7.0,,,,,,
1982,prettylitter,"PrettyLitter Silica Gel Cat Litter, 8 Pound",PrettyLitter Silica Gel Cat Litter,"A non-toxic, odor-absorbing cat litter that changes color if your cat has a health issue.",Cat Litter,Amazon,,,,,,,,,8.0,8.0,,,,,,
1983,okocat,"Öko Cat Natural Wood Clumping Cat Litter, 40 Pound",Okocat Natural Wood Clumping Cat Litter,"A natural, clumping cat litter made from sustainably sourced wood that's biodegradable.",Cat Litter,Amazon,,,,,,,,,9.0,9.0,,,,,,
1984,smartcat,"SmartCat All Natural Non-Clumping Litter, 20 Pound",SmartCat All Natural Non-Clumping Litter,"A non-toxic, non-clumping cat litter made from natural grasses that's compostable.",Cat Litter,Amazon,,,,,,,,,10.0,10.0,,,,,,
1985,arm  hammer,Arm & Hammer Plus OxiClean Cat Litter,OxiClean Cat Litter,A clumping cat litter that effectively controls odor and stains.,Cat Litter,Target,,,,,,,,,8.0,8.0,,,,,,
1986,prettylitter,PrettyLitter Safe and Non-Toxic Cat Litter,Safe and Non-Toxic Cat Litter,A non-toxic and odor-free cat litter that's gentle on pets and the environment.,Cat Litter,Target,,,,,,,,,10.0,10.0,,,,,,
1987,prettylitter,PrettyLitter Silica Gel Cat Litter - 8lbs,PrettyLitter Silica Gel,"Non-toxic, odor-free and changes color when your cat has a potential health issue.",Cat Litter,Target,,,,,,,,,4.0,4.0,,,,,,
1988,arm  hammer,Arm & Hammer Platinum Naturals Clumping Cat Litter,Arm & Hammer Platinum,Naturally absorbs odors,Cat Litter,Target,,,,,,,,,,,,,1.0,1.0,,
1989,us,Dr. Elsey's Cleanprotect Clumping Cat Litter,Dr. Elsey's Cleanprotect,99% dust-free,Cat Litter,Target,,,,,,,,,,,,,2.0,2.0,,
1990,hartz,HARTZ Advantage Control Clay Clumping Cat Litter,HARTZ Advantage Control,Amazing odor control,Cat Litter,Target,,,,,,,,,,,,,5.0,5.0,,
1991,litterroma,"LITTER-ROMA Crystal Cat Litter, Large Crystals - Super Absorbent",LITTER-ROMA Crystal Cat Litter,"Long-lasting, clay-free",Cat Litter,Target,,,,,,,,,,,,,7.0,7.0,,
1992,blue buffalo,BLUE Spirit Clean Multi-Cat Natural Wood Cat Litter,BLUE Spirit Clean Multi-Cat,"99% dust-free, natural wood",Cat Litter,Target,,,,,,,,,,,,,8.0,8.0,,
1993,neocoat,NEOCOAT Dust Free Cat Litter,NEOCOAT Dust Free,"Fast clumping, highly absorbent",Cat Litter,Target,,,,,,,,,,,,,9.0,9.0,,
1994,ch,FELISCRATCH Fresh 'n Green All Natural Cat Litter,FELISCRATCH Fresh 'n Green,"Eco-friendly, corn-based",Cat Litter,Target,,,,,,,,,,,,,10.0,10.0,,
1995,worlds best,"World's Best Cat Litter Multiple Cat Clumping, 28 lbs",World's Best Cat Litter Multiple Cat Clumping,"Natural, clumping cat litter for multiple cats.",Cat Litter,Target,,,,,,,,,5.0,5.0,,,,,,
1996,purina pro plan,"Purina Tidy Cats Non-Clumping Cat Litter, 25 lbs",Purina Tidy Cats Non-Clumping,"Odor-controlling, non-clumping cat litter.",Cat Litter,Target,,,,,,,,,6.0,6.0,,,,,,
1997,dr elseys,"Dr. Elsey's Precious Cat Premium Clumping Cat Litter, 20 lbs",Dr. Elsey's Precious Cat Premium,Clumping cat litter for odor control and cleanliness.,Cat Litter,Target,,,,,,,,,7.0,7.0,,,,,,
1998,arm  hammer,"Arm & Hammer Natural Cat Litter, 28 lbs",Arm & Hammer Natural,"Natural, odor-controlling cat litter.",Cat Litter,Target,,,,,,,,,8.0,8.0,,,,,,
1999,ch,"Simply Nourish Natural Cat Litter, 25 lbs",Simply Nourish Natural,"Natural, odor-controlling cat litter.",Cat Litter,Target,,,,,,,,,9.0,9.0,,,,,,
2000,cats pride,"Cat's Pride Ozone Fresh Cat Litter, 12 lbs",Cat's Pride Ozone Fresh,Odor-controlling cat litter with ozone technology.,Cat Litter,Target,,,,,,,,,10.0,10.0,,,,,,
2001,purina pro plan,Purina Tidy Cats Breeze Jumbo,Tidy Cats Breeze,Effectively controls odors and keeps your home fresh,Cat Litter,Target,,,,,,,,,,,,,1.0,1.0,,
2002,arm  hammer,Arm & Hammer Clump & Seal Multiple Cat Litter,Clump & Seal,Quick clumping and seals in odors,Cat Litter,Target,,,,,,,,,,,,,2.0,2.0,,
2003,dr elseys,Dr. Elsey's Precious Cat Ultra,Precious Cat Ultra,"99% dust-free, with highly-absorbent sodium bentonite clay",Cat Litter,Target,,,,,,,,,,,,,3.0,3.0,,
2004,worlds best,World's Best Cat Litter Active Cat Clumping Formula,Active Cat,Formulated to be 99% dust-free,Cat Litter,Target,,,,,,,,,,,,,4.0,4.0,,
2005,fresh step,Fresh Step Quick Genie Lightweight Cat Litter,Quick Genie,Fast-acting formula for odor control,Cat Litter,Target,,,,,,,,,,,,,5.0,5.0,,
2006,blue buffalo,Blue Buffalo Naturally Fresh Clear View Cat Litter,Naturally Fresh,Made from natural wheat grass for reduced dust and tracking,Cat Litter,Target,,,,,,,,,,,,,6.0,6.0,,
2007,ch,Pettech Smart Scoop Automatic Self Cleaning LitterBox,Smart Scoop,A smart litter box with automatic cleanup,Cat Litter,Target,,,,,,,,,,,,,7.0,7.0,,
2008,catgenie,CatGenie Self-Washing Self-Flushing Cat Box,Self-Washing,"A self-cleaning litter box that washes, seals, and dries",Cat Litter,Target,,,,,,,,,,,,,8.0,8.0,,
2009,litterrobot,Litter-Robot III Open-Air Automatic Self-Cleaning Litter Box,Litter-Robot III,"A automatic, self-cleaning litter box",Cat Litter,Target,,,,,,,,,,,,,9.0,9.0,,
2010,litterlocker,LitterLocker Home Odor-Control Cat Litter,LitterLocker,Add deodorizing pellet to your existing cat litter for odor control,Cat Litter,Target,,,,,,,,,,,,,10.0,10.0,,
2011,arm  hammer,Arm & Hammer Plus OxiClean Super Scoop Cat Litter,Arm & Hammer Plus OxiClean,A clumping cat litter with OxiClean for tough stain removal.,Cat Litter,Walmart,,,,,,,,,1.0,1.0,,,,,,
2012,frisco,Frisco Unscented Clumping Cat Litter,Frisco Unscented,A budget-friendly clumping cat litter with no fragrances or dyes.,Cat Litter,Walmart,,,,,,,,,5.0,5.0,,,,,,
2013,arm  hammer,Arm & Hammer Platinum Fresh Clumping Cat Litter,Arm & Hammer Platinum,"Fresh scent, clumps well",Cat Litter,Walmart,,,,,,,,,,,,,1.0,1.0,,
2014,purina pro plan,Tidy Cats EasyClean Lightweight Formula Siamese Cat Desert Bliss Scent Clumping Cat Litter,Tidy Cats EasyClean,"Lightweight formula, strong odor control",Cat Litter,Walmart,,,,,,,,,,,,,4.0,4.0,,
2015,purina pro plan,Purina Tidy Cats Breeze Litter System,Purina Tidy Cats Breeze,"Reduce tracking, odor management system",Cat Litter,Walmart,,,,,,,,,,,,,5.0,5.0,,
2016,fancy feast,Fancy Feast Litter System,Fancy Feast Litter,"Unscented, easy to clean",Cat Litter,Walmart,,,,,,,,,,,,,7.0,7.0,,
2017,kittilife,Kittilife crystals Premium Unscented Lightweight Cat Litter,Kittilife,"Low odor, crystals form",Cat Litter,Walmart,,,,,,,,,,,,,8.0,8.0,,
2018,petsafe,PetSafe ScoopFree Clean Response Crystal Cat Litter,PetSafe ScoopFree,"Absorbs odor, automatically rakes",Cat Litter,Walmart,,,,,,,,,,,,,9.0,9.0,,
2019,litterlocker,"LitterLocker Small Cat Litter Box & Liners, Odor Control",LitterLocker,"Odor control liners, compact size",Cat Litter,Walmart,,,,,,,,,,,,,10.0,10.0,,
2020,arm  hammer,"Arm & Hammer Super Scoop Cat Litter, Fragrance Free",Arm & Hammer Super Scoop Cat Litter,Effective odor control and no fragrances or dyes for sensitive cats and owners.,Cat Litter,Walmart,,,,,,,,,2.0,2.0,,,,,,
2021,swheat scoop hypothetical,"Swheat Scoop Natural Cat Litter, Non-Clumping",Swheat Scoop Natural Cat Litter,"Natural, non-toxic and renewable cat litter that's gentle on paws and the environment.",Cat Litter,Walmart,,,,,,,,,5.0,5.0,,,,,,
2022,johnny cat,Jonny Cat Heavy Duty Unscented Clumping Cat Litter,Jonny Cat Heavy Duty Unscented Cat Litter,"Unscented and non-toxic, making it ideal for sensitive cats and environmentally friendly.",Cat Litter,Walmart,,,,,,,,,7.0,7.0,,,,,,
2023,blue buffalo,"Blue Buffalo Naturally Fresh Clumping Cat Litter, Unscented",Blue Buffalo Naturally Fresh Unscented Cat Litter,"Walnut-based litter with odor-neutralizing agents that leave a fresh, clean scent.",Cat Litter,Walmart,,,,,,,,,8.0,8.0,,,,,,
2024,prettylitter,PrettyLitter Non-Clumping Unscented Cat Litter,PrettyLitter Non-Clumping Cat Litter,Color-changing litter that detects urinary tract infections and kidney stones in cats.,Cat Litter,Walmart,,,,,,,,,9.0,9.0,,,,,,
2025,arm  hammer,Arm & Hammer Scoopable Cat Litter,Arm & Hammer,Long-lasting odor control,Cat Litter,Walmart,,,,,,,,,,,,,1.0,1.0,,
2026,dr elseys,Dr. Elsey's Precious Cat Attract Premium Clumping Litter,Dr. Elsey's,Attracts cats with irresistibleoral lure,Cat Litter,Walmart,,,,,,,,,,,,,2.0,2.0,,
2027,worlds best,"World's Best Cat Litter, Zero Mess, Clumping Formula",World's Best,No tracking or dust,Cat Litter,Walmart,,,,,,,,,,,,,3.0,3.0,,
2028,fresh step,Fresh Step Platinum Scented Clumping Cat Litter,Fresh Step,Fresh step odor control,Cat Litter,Walmart,,,,,,,,,,,,,5.0,5.0,,
2029,purina pro plan,Purina Tidy Cats Breeze Litter System Dodors,Purina Tidy Cats Breeze,No clumping litter system,Cat Litter,Walmart,,,,,,,,,,,,,6.0,6.0,,
2030,littersolutions,Littersolutions生活用明亮具有ées优质猫粮草,Littersolutions,Natural and 100% grain free,Cat Litter,Walmart,,,,,,,,,,,,,7.0,7.0,,
2031,ch,chteck 猫粮盒 Gruen Cat Litter,chteck,99% dust-free,Cat Litter,Walmart,,,,,,,,,,,,,8.0,8.0,,
2032,swheat scoop hypothetical,Swheat Scoop Original 100% All Natural Cat Litter,Swheat Scoop,All-natural formula,Cat Litter,Walmart,,,,,,,,,,,,,9.0,9.0,,
2033,purina pro plan,"Purina Pro Plan Sensitive Skin Cat Litter, 40 lbs",Purina Pro Plan Sensitive Skin,Low-dust and designed for cats with sensitive skin,Cat Litter,Walmart,,,,,,,,,2.0,2.0,,,,,,
2034,special kitty,"Special Kitty Unscented Cat Litter, 32 lbs",Special Kitty Unscented,A no-frills litter that keeps your home odor-free,Cat Litter,Walmart,,,,,,,,,7.0,7.0,,,,,,
2035,worlds best,"World's Best Multiple Cat Clumping Cat Litter, 37.5 lbs",World's Best Multiple Cat Clumping,Clumps safely with water and prevents odors,Cat Litter,Walmart,,,,,,,,,10.0,10.0,,,,,,
2036,cats pride,Cat's Pride Fresh & Light Unscented Hypoallergenic Clumping Cat Litter,Cat's Pride Fresh & Light,"Hypoallergenic, odor-controlling clumping cat litter for sensitive cats",Cat Litter,Metro,,,,,,,,,7.0,7.0,,,,,,
2037,friskies,Friskies Scoop Away Clumping Cat Litter,Friskies Scoop Away,Odor-controlling clumping cat litter for optimal odor control,Cat Litter,Metro,,,,,,,,,8.0,8.0,,,,,,
2038,arm  hammer,Arm & Hammer Quick Clean Clumping Cat Litter,Arm & Hammer Quick Clean,All lifestyle cat litter provides superior odor control with 7-day odor control ingredients,Cat Litter,Metro,,,,,,,,,,,,,1.0,1.0,,
2039,dr elseys,Dr. Elsey's Precious Cat Ultra Cat Litter,Dr. Elsey's Precious Cat,"Dr. Elsey's Ultra cat litter is 99% dust free, clumps firm on contact, and offers strong odor control",Cat Litter,Metro,,,,,,,,,,,,,3.0,3.0,,
2040,mayWei Qie Er,May compromise PLUS Fresh Scent Clumping Cat Litter,May compromise PLUS,May spare cat litter helps free kittens from odor problems,Cat Litter,Metro,,,,,,,,,,,,,4.0,4.0,,
2041,worlds best,World's Best Cat Litter Scoopable Formula,World's Best,"World's Best Cat Litter combines all the qualities you want in a cat litter, clumps fast, controls odor, and saves you work",Cat Litter,Metro,,,,,,,,,,,,,5.0,5.0,,
2042,sfercat,SFERCAT Premium Clumping Cat Litter,SFERCAT Premium,SFERCAT's Premium Clumping Cat Litter fights and eliminates odors even better than clay,Cat Litter,Metro,,,,,,,,,,,,,6.0,6.0,,
2043,petcubes,PetCubes Biodegradable Cat Litter,PetCubes Biodegradable,PetCubes Cat Litter is a natural and biodegradable cat litter that is better for both pets and the planet,Cat Litter,Metro,,,,,,,,,,,,,7.0,7.0,,
2044,liebfried feline,LIEBFRIED Feline Soft Cat Litter for Sensitive Paws and Air,LIEBFRIED Feline Soft,LIEBFRIED Feline Soft Cat Litter protects the health and hygiene of your cat and home,Cat Litter,Metro,,,,,,,,,,,,,8.0,8.0,,
2045,kittytoilet,KittyToilet Natural Cat Litter,KittyToilet Natural,KittyToilet cat litter is a natural formula that is both septic safe and biodegradable,Cat Litter,Metro,,,,,,,,,,,,,9.0,9.0,,
2046,azo,AZO Fresh Air Clumping Cat Litter,AZO Fresh Air,"Enjoy a clean, fresh and pleasant living experience with AZO's Fresh Air Clumping Cat Litter.",Cat Litter,Metro,,,,,,,,,,,,,10.0,10.0,,
2047,purina pro plan,Purina Pro Plan Cat Litter,Purina Pro Plan,A clumping cat litter with odor-absorbing power and moisture-locking technology.,Cat Litter,Metro,,,,,,,,,10.0,10.0,,,,,,
2048,arm  hammer,Arm & Hammer Cat Advanced 24 Multiple Cat Clumping Litter,Arm & Hammer Cat Litter,"Unscented, clumping cat litter manufactured by Arm & Hammer",Cat Litter,Metro,,,,,,,,,,,,,1.0,1.0,,
2049,dr elseys,Dr. Elsey's Cat-Attract Premium Clumping Cat Litter,Dr. Elsey's Cat Litter,Clumping cat litter designed to attract cats who may naturally avoid litter boxes,Cat Litter,Metro,,,,,,,,,,,,,2.0,2.0,,
2050,worlds best,"World's Best Cat Litter Quick Clean Clumping, Multiple-Cat Formula",World's Best Cat Litter,"Flushable, natural, clumping cat litter",Cat Litter,Metro,,,,,,,,,,,,,3.0,3.0,,
2051,fresh step,Fresh Step Multiple Cat Scented Clumping Litter,Fresh Step Cat Litter,Scented clumping cat litter with odor control for multiple cats,Cat Litter,Metro,,,,,,,,,,,,,5.0,5.0,,
2052,petsafe,ScoopFree Multi-Cat Crystal Litter,ScoopFree Cat Litter,"Non-clumping, crystal-based litter with automatic waste removal system",Cat Litter,Metro,,,,,,,,,,,,,8.0,8.0,,
2053,kittworld,KittWorld Blissful Comfort Premium Clumping Litter,KittWorld Cat Litter,"Premium, eco-friendly dicalcium silicate-based clumping cat litter",Cat Litter,Metro,,,,,,,,,,,,,9.0,9.0,,
2054,l for litters,L FOR LITTERS Premium Clumping Cat Litter,L FOR LITTERS Cat Litter,USDA certified organic clumping litter,Cat Litter,Metro,,,,,,,,,,,,,10.0,10.0,,
2055,purina pro plan,Purina Tidy Cats 24/7 Performance Cat Litter 38.6 lbs,Purina Tidy Cats 24/7 Performance 38.6 lbs,This litter is specifically designed to minimize dust and odors.,Cat Litter,Metro,,,,,,,,,3.0,3.0,,,,,,
2056,dr elseys,Dr. Elsey's Precious Cat Ultra Cat Litter 99% Dust-Free 40 lb,Dr. Elsey's Precious Cat Ultra 40 lb,This litter is 99% dust-free and hypoallergenic.,Cat Litter,Metro,,,,,,,,,4.0,4.0,,,,,,
2057,frisco,Frisco Clean Scented Clumping Cat Litter 40 lbs,Frisco Clean Scented Clumping 40 lbs,"This litter has a clean, fresh scent and minimizes odors.",Cat Litter,Metro,,,,,,,,,7.0,7.0,,,,,,
2058,prettylitter,PrettyLitter Non Clumping Unscented Cat Litter 20 lbs,PrettyLitter Non Clumping Unscented 20 lbs,"This litter is unscented, non-clumping and 99.9% dust-free.",Cat Litter,Metro,,,,,,,,,8.0,8.0,,,,,,
2059,purina pro plan,Purina Pro Plan Veterinary Diets Feline EN 25/31.4 lbs Cat Litter,Purina Pro Plan Veterinary Diets Feline EN 25/31.4 lbs,This litter is specifically designed for cats with digestive sensitivities.,Cat Litter,Metro,,,,,,,,,9.0,9.0,,,,,,
2060,arm  hammer,Arm & Hammer Plus OxiClean Cat Litter 40 lbs,Arm & Hammer Plus OxiClean 40 lbs,This litter contains OxiClean stain removers to minimize odors.,Cat Litter,Metro,,,,,,,,,10.0,10.0,,,,,,
2061,arm  hammer,Arm & Hammer Plastic Scoopable Cat Litter,Arm & Hammer Scoopable,Clumping cat litter that controls odor,Cat Litter,Metro,,,,,,,,,,,,,1.0,1.0,,
