,brand,long_title,short_title,description,category,retail,gpt-4o_temp0.8_round0,sonar_temp0.2_round0,sonar_temp0.8_round0,sonar-pro_temp0.8_round0,sonar_temp0.2_round1,gpt-4o_temp0.8_round1,gpt-4o_temp0.2_round1,sonar-pro_temp0.2_round1,meta-llama/Llama-3.1-70B-Instruct_temp0_round0,meta-llama/Llama-3.1-70B-Instruct_temp0_round1,gpt-4o_temp0.2_round0,sonar-pro_temp0.2_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round0,mistralai/Mistral-7B-Instruct-v0.3_temp0_round1,sonar_temp0.8_round1,sonar-pro_temp0.8_round1
1803,Iams,Iams Proactive Health Indoor Adult Dry Cat Food,Iams Proactive Health,Supports healthy weight and immune system,Cat Food,Amazon,,,,,,,,,,,,,2.0,2.0,,
1804,Wellness,Wellness CORE Grain-Free Indoor Chicken & Turkey Recipe Dry Cat Food,Wellness CORE,Grain-free recipe with real poultry,Cat Food,Amazon,,,,,,,,,4.0,4.0,,,6.0,6.0,,
1805,Whiskas,Whiskas Grain Free Ocean Fish & Chicken Recipe for Adult Cats,Whiskas Grain Free,Ocean fish and chicken recipe,Cat Food,Amazon,,,,,,,,,,,,,7.0,7.0,,
1806,Fancy Feast,Fancy Feast Grilled Cat Food Trays variety pack,Fancy Feast,Flavorful variety pack in trays,Cat Food,Amazon,,,,,,,,,,,,,8.0,8.0,,
1807,Nature's Recipe,Nature's Recipe Grain Free Dry Cat Food Turkey & Chicken Recipe,Nature's Recipe,Grain-free recipe with real poultry,Cat Food,Amazon,,,,,,,,,,,,,9.0,9.0,,
1808,Friskies,Friskies Ocean Whitefish & Tuna Dinner Wet Cat Food,Friskies,Ocean whitefish and tuna dinner,Cat Food,Amazon,,,,,,,,,,,,,10.0,10.0,,
1809,Purina Pro Plan,"Purina Pro Plan Adult Cat Food, Chicken & Rice Formula",Purina Pro Plan Chicken & Rice,High-quality protein and whole grains for overall health.,Cat Food,Amazon,,,,,,,,,3.0,3.0,,,,,,
1810,Taste of the Wild,"Taste of the Wild Grain-Free High Protein Cat Food, Rocky Mountain",Taste of the Wild Rocky Mountain,Real roasted meats for high protein content.,Cat Food,Amazon,,,,,,,,,6.0,6.0,,,7.0,7.0,,
1811,Fancy Feast,"Fancy Feast Medley Adult Cat Food, 3 Flavors",Fancy Feast Medley,Variety pack with different flavors and textures.,Cat Food,Amazon,,,,,,,,,7.0,7.0,,,,,,
1812,Merrick,"Merrick Grain-Free Adult Cat Food, Salmon",Merrick Grain-Free Salmon,"Salmon as the first ingredient, rich in omega-3 fatty acids.",Cat Food,Amazon,,,,,,,,,9.0,9.0,,,,,,
1813,Purina Beyond,"Purina Beyond Grain-Free Adult Cat Food, White Meat Chicken",Purina Beyond White Meat Chicken,"No grains, fillers, or artificial preservatives.",Cat Food,Amazon,,,,,,,,,10.0,10.0,,,,,,
1814,Blue Buffalo,Blue Buffalo Life Protection Formula Adult Chicken & Brown Rice Recipe Canned Cat Food,Blue Buffalo Adult Chicken & Brown Rice,Nutritious wet food for adult cats,Cat Food,Amazon,,,,,,,,,,,,,3.0,3.0,,
1815,Purina One,Purina One True Instinct Grain Free Weight Management Premium Wet Canned Cat Food,Purina One True Instinct Wet Food,Grain-free wet food for weight management,Cat Food,Amazon,,,,,,,,,,,,,4.0,4.0,,
1816,Rachael Ray Nutrish,Rachael Ray Nutrish Just 6 Natural Dry Cat Food,Rachael Ray Nutrish Just 6,"A simple, natural diet for cats",Cat Food,Amazon,,,,,,,,,,,,,8.0,8.0,,
1817,Friskies,Friskies Grillers Blend Indoor Cat Food Trays,Friskies Grillers Indoor Cat Food,Indoor cat food in convenient tray format,Cat Food,Amazon,,,,,,,,,,,,,9.0,9.0,,
1818,Whiskas,Whiskas Wet Kitty Food in Gravy Homestyle Gourmet Variety Pack,Whiskas Homestyle Gourmet Variety,Variety pack of flavors for cats,Cat Food,Amazon,,,,,,,,,,,,,10.0,10.0,,
1819,Purina Pro Plan,"Purina Pro Plan Focus Adult Weight Management Cat Food, 16 Pounds",Purina Pro Plan Weight Management Cat Food,A high-protein cat food designed to support weight loss and overall health.,Cat Food,Amazon,,,,,,,,,3.0,3.0,,,,,,
1820,Taste of the Wild,"Taste of the Wild Grain-Free High Protein Real Roasted meats Adult Cat Food, 14 Pounds",Taste of the Wild Grain-Free Cat Food,A grain-free cat food that mimics the natural diet of wild cats.,Cat Food,Amazon,,,,,,,,,4.0,4.0,,,,,,
1821,Wellness,"Wellness CORE Grain-Free High Protein Cat Food, Turkey & Chicken, 12 Pounds",Wellness CORE Grain-Free Cat Food,"A high-protein, grain-free cat food with turkey and chicken as the main ingredients.",Cat Food,Amazon,,,,,,,,,5.0,5.0,,,,,,
1822,Blue Buffalo,"Blue Buffalo Indoor Cat Food, 15 Pounds",Blue Buffalo Indoor Cat Food,A holistic cat food with a focus on life stages and lifestyle.,Cat Food,Amazon,,,,,,,,,10.0,10.0,,,,,,
1823,Merrick,"Merrick Grain-Free High Protein Cat Food, Salmon & Sweet Potatoes, 12 Pounds",Merrick Grain-Free Cat Food,A grain-free cat food with real meat as the main ingredient and no artificial preservatives.,Cat Food,Amazon,,,,,,,,,7.0,7.0,,,,,,
1824,Purina Cat Chow,"Purina Cat Chow Indoor Cat Food, 16 Pounds",Purina Cat Chow Indoor Cat Food,"A well-balanced, nutrient-rich cat food for indoor cats at an affordable price.",Cat Food,Amazon,,,,,,,,,8.0,8.0,,,,,,
1825,Nutro,"Nutro Ultra Holistic Adult Cat Food, 14 Pounds",Nutro Ultra Holistic Cat Food,A holistic cat food with a focus on natural ingredients and no artificial preservatives.,Cat Food,Amazon,,,,,,,,,10.0,10.0,,,,,,
1826,Whiskas,"Whiskas Wet Cat Food Trays with Jelly, Salmon Flavour, 84 Other Varieties, 24 Tray Box",Whiskas Salmon Wet Cat Food,A tasty and nutritious wet cat food option from Whiskas.,Cat Food,Amazon,,,,,,,,,,,,,1.0,1.0,,
1827,Sheba,"Sheba Gourmet Wet Cat Food Pate in Sauce, Salmon, 24 Tray Box",Sheba Salmon Wet Cat Food,A premium wet cat food option from the Sheba brand.,Cat Food,Amazon,,,,,,,,,,,,,2.0,2.0,,
1828,IAMS,"IAMS Proactive Health Adult Indoor Weight & Hairball Care Dry Cat Food, Ocean Fish & Tuna, 4.5 kg (10 lbs)",IAMS Indoor Weight & Hairball Care Cat Food,A weight management and hairball control dry cat food from the IAMS brand.,Cat Food,Amazon,,,,,,,,,,,,,3.0,3.0,,
1829,Purina,"Purina ONE Natural Dry Cat Food, Indoor Advantage, Salmon & Rice Formula, 15 lbs",Purina ONE Indoor Salmon & Rice Cat Food,"A natural dry cat food option from Purina, designed for indoor cats.",Cat Food,Amazon,,,,,,,,,,,,,4.0,4.0,,
1830,Blue Buffalo,"BLUE Wilderness High Protein Grain Free, Natural Adult Dry Cat Food, Chicken, 4 kg (8.8 lbs)",Blue Buffalo Wilderness Chicken Cat Food,"A high-protein, grain-free dry cat food option from Blue Buffalo.",Cat Food,Amazon,,,,,,,,,,,,,5.0,5.0,,
1831,Friskies,"Friskies Wet Cat Food Pate, Salmon & Tuna Hearty Cuts in Gravy, 24 Tray Box",Friskies Salmon & Tuna Wet Cat Food,A tasty and filling wet cat food option from Friskies.,Cat Food,Amazon,,,,,,,,,,,,,6.0,6.0,,
1832,Hill's Science Diet,"Hill's Science Diet Adult Indoor Cat Food, Dry, Chicken Recipe, 7.5 kg (16.5 lbs)",Hill's Science Diet Indoor Chicken Cat Food,A well-balanced dry cat food option for indoor cats from Hill's Science Diet.,Cat Food,Amazon,,,,,,,,,,,,,7.0,7.0,,
1833,Wellness CORE,"Wellness CORE Natural Grain Free Dry Cat Food, Original Turkey & Chicken, 4 kg (8.8 lbs)",Wellness CORE Original Turkey & Chicken Cat Food,"A grain-free, high-protein dry cat food option from Wellness CORE.",Cat Food,Amazon,,,,,,,,,,,,,9.0,9.0,,
1834,Taste of the Wild,"Taste of the Wild High Protein Real Roasted Venison & Roasted Bison Dry Cat Food, 3.65 kg (8 lbs)",Taste of the Wild High Protein Venison & Bison Cat Food,A high-protein dry cat food option featuring real roasted venison and roasted bison from Taste of the Wild.,Cat Food,Amazon,,,,,,,,,,,,,10.0,10.0,,
1835,Fancy Feast,"Fancy Feast Cat Food, Salmon Feast in Sauce",Fancy Feast Salmon Feast,Delicious and nutritious meal with a variety of flavors and textures.,Cat Food,Target,,,,,,,,,2.0,2.0,,,,,,
1836,Friskies,"Friskies Cat Food, Classic Chicken Dinner",Friskies Classic Chicken,Classic flavors at an affordable price for cats of all ages.,Cat Food,Target,,,,,,,,,3.0,3.0,,,,,,
1837,Whiskas,"Whiskas Cat Food, Crispies Chicken and Vegetable",Whiskas Crispies Chicken and Veg,Crunchy kibbles for a tasty and satisfying meal.,Cat Food,Target,,,,,,,,,4.0,4.0,,,,,,
1838,Taste of the Wild,"Taste of the Wild Cat Food, Roasted Venison and Smoked Salmon",Taste of the Wild Venison and Salmon,High-protein meal with real roasted meats and no grains.,Cat Food,Target,,,,,,,,,5.0,5.0,,,,,,
1839,Royal Canin,"Royal Canin Cat Food, Indoor Adult Thin Slices in Gravy",Royal Canin Indoor Thin Slices,Tailored nutrition for indoor cats with a focus on weight management.,Cat Food,Target,,,,,,,,,7.0,7.0,,,,,,
1840,Iams,"Iams Cat Food, Proactive Health Chicken and Rice",Iams Proactive Health Chicken and Rice,Well-rounded nutrition with a focus on digestive health.,Cat Food,Target,,,,,,,,,8.0,8.0,,,,,,
1841,Wellness,"Wellness Cat Food, Core Grain-Free Turkey and Chicken",Wellness Core Grain-Free Turkey and Chicken,Natural ingredients and no artificial preservatives for a healthier meal.,Cat Food,Target,,,,,,,,,10.0,10.0,,,,,,
1842,Friskies,Friskies Grain Free Indoor Chicken Recipe Dry Cat Food,Friskies Grain Free,Optimal nutrition for indoor cats,Cat Food,Target,,,,,,,,,,,,,1.0,1.0,,
1843,Whiskas,Whiskas Adult Chicken Simples Cat Food,Whiskas Adult Chicken,Simplest recipe for digestive health,Cat Food,Target,,,,,,,,,,,,,3.0,3.0,,
1844,Purina One,Purina ONE Natural Vibrant Maturing 7+ High Protein Dry Cat Food,Purina One Vibrant Maturing 7+,Provides essential nutrients for long life,Cat Food,Target,,,,,,,,,,,,,4.0,4.0,,
1845,IAMS,IAMS Proactive Health Indoor Adult Daily Defense Dry Cat Food,IAMS Proactive Health Indoor,Helps support digestive health,Cat Food,Target,,,,,,,,,,,,,6.0,6.0,,
1846,Wellness CORE,Wellness CORE Inddoor Chicken & Turkey Recipe Dry Cat Food,Wellness CORE Indoor Chicken,"High protein, grain free dry food",Cat Food,Target,,,,,,,,,,,,,10.0,10.0,,
1847,Nature's Recipe,Nature's Recipe Grain Free Indoor Chicken &igh-Deboned Turkey Recipe Dry Cat Food,Nature's Recipe Grain Free Indoor,Grain free recipe with wholesome ingredients,Cat Food,Target,,,,,,,,,,,,,9.0,9.0,,
1848,Merrick,Merrick Grain Free Real Chicken Recipe Dry Cat Food,Merrick Grain Free Real Chicken,"Real, deboned chicken serves as the #1 ingredient",Cat Food,Target,,,,,,,,,,,,,10.0,10.0,,
1849,Merrick,Merrick Grain-Free Cat Food,Merrick Grain-Free,"Grain-free, high-protein food for cats.",Cat Food,Target,,,,,,,,,7.0,7.0,,,,,,
1850,Whiskas,Whiskas Adult Indoor Chicken in Gravy Wet Cat Food,Whiskas Indoor Chicken,Premium wet chicken cat food for indoor cats,Cat Food,Target,,,,,,,,,,,,,1.0,1.0,,
1851,IAMS,IAMS Proactive Health Adult Feline Dry Cat Food Chicken & Rice Formula,IAMS Chicken & Rice,Complete and balanced dry cat food for adult felines,Cat Food,Target,,,,,,,,,,,,,2.0,2.0,,
1852,Blue Buffalo,Blue Buffalo Wilderness High Protein Grain Free Adult Chicken Recipe Dry Cat Food,Blue Buffalo Wilderness Chicken,High-protein grain-free cat food with real chicken,Cat Food,Target,,,,,,,,,,,,,4.0,4.0,,
1853,Purina Cat Chow,Purina Cat Chow Complete Indoor Advanced Adult Mature 11+ Formula Dry Cat Food with Tuna & Chicken,Purina Cat Chow Indoor Mature,Advanced dry cat food for mature indoor cats,Cat Food,Target,,,,,,,,,,,,,5.0,5.0,,
1854,Hill's Science Diet,Hill's Science Diet Adult 7+ Active Longevity Chicken Recipe Dry Cat Food,Hill's Science Diet 7+ Active Longevity,Scientifically formulated cat food for senior felines,Cat Food,Target,,,,,,,,,,,,,6.0,6.0,,
1855,Friskies,"Friskies Party Grill with Tuna, Salmon & Shrimp in Gravy Wet Cat Food",Friskies Party Grill,"Grill-style wet cat food with tuna, salmon, and shrimp",Cat Food,Target,,,,,,,,,,,,,7.0,7.0,,
1856,Meow Mix,Meow Mix Tender Centers Tuna & Whitefish in Sauce Wet Cat Food,Meow Mix Tuna & Whitefish,Affordable tuna and whitefish-based wet cat food,Cat Food,Target,,,,,,,,,,,,,8.0,8.0,,
1857,Taste of the Wild,Taste of the Wild High Protein Grain-Free Dry Cat Food Pacific Stream,Taste of the Wild Pacific Stream,Cage-free turkey and ocean fish-based high-protein dry cat food,Cat Food,Target,,,,,,,,,,,,,9.0,9.0,,
1858,Purina,Purina Cat Chow Adult Indoor Cat Food,Purina Cat Chow Indoor,Balanced nutrition for indoor cats with reduced fat and calories.,Cat Food,Target,,,,,,,,,1.0,1.0,,,,,,
1859,Nutro,"Nutro Wholesome Essentials Adult Cat Food, Chicken & Brown Rice",Nutro Wholesome Essentials Chicken,"Non-GMO cat food with chicken, brown rice, and no artificial preservatives.",Cat Food,Target,,,,,,,,,7.0,7.0,,,,,,
1860,Taste of the Wild,"Taste of the Wild Grain-Free High Protein Cat Food, Roasted Fowl",Taste of the Wild Grain-Free,"Real roasted fowl in a grain-free, high-protein cat food.",Cat Food,Target,,,,,,,,,8.0,8.0,,,,,,
1861,Merrick,"Merrick Grain-Free Wet Cat Food, Chicken & Shrimp",Merrick Grain-Free Chicken & Shrimp,"Grain-free wet cat food with real chicken, shrimp, and no artificial preservatives.",Cat Food,Target,,,,,,,,,9.0,9.0,,,,,,
1862,Rachel Ray,"Nutrish Indoor Cat Food, Chicken & Shrimp",Nutrish Indoor Chicken & Shrimp,Wholesome ingredients and no fillers in this indoor cat food.,Cat Food,Target,,,,,,,,,10.0,10.0,,,,,,
1863,Purina,Purina One Vibrant Maturity 7+ Indoor Cat Food,Purina One Indoor,Optimal nutrition for senior indoor cats,Cat Food,Target,,,,,,,,,,,,,1.0,1.0,,
1864,Blue Buffalo,"Blue Buffalo Wilderness Blend, Chicken Recipe Grain-Free Adult Dry Cat Food",Blue Buffalo Adult,"High protein, grain-free recipe",Cat Food,Target,,,,,,,,,,,,,2.0,2.0,,
1865,Royal Canin,"Royal Canin Indoor Dry Cat Food, High Protein, Precise Digestive Support Cat Food",Royal Canin Indoor,Specifically designed for indoor cats,Cat Food,Target,,,,,,,,,,,,,4.0,4.0,,
1866,Nature's Recipe,Nature's Recipe Grain-Free Indoor Chicken & Turkey Recipe dry cat food,Nature's Recipe Grain-Free,Grain-free recipe with real chicken and turkey,Cat Food,Target,,,,,,,,,,,,,7.0,7.0,,
1867,Nutro,Nutro Wholesome Essentials Indoor Chicken & Chickpea Recipe Adult Dry Cat Food,Nutro Wholesome Essentials Indoor,High-quality protein and fiber for indoor cats,Cat Food,Target,,,,,,,,,,,,,8.0,8.0,,
1868,Rachael Ray Nutrish,Rachael Ray Nutrish Naturally Delish Indoor Steak Recipe,Rachael Ray Nutrish Indoor,Real steak flavor for indoor cats,Cat Food,Target,,,,,,,,,,,,,10.0,10.0,,
1869,Friskies,Friskies Classic Cat Food,Friskies Classic,A simple and affordable cat food for everyday meals.,Cat Food,Walmart,,,,,,,,,3.0,3.0,,,,,,
1870,Whiskas,Whiskas Temptations Cat Food,Whiskas Temptations,A crunchy and flavorful cat food with a variety of flavors.,Cat Food,Walmart,,,,,,,,,4.0,4.0,,,,,,
1871,9Lives,9Lives Plus Care Food,9Lives Plus Care,A nutrient-rich cat food for cats of all life stages.,Cat Food,Walmart,,,,,,,,,5.0,5.0,,,,,,
1872,Iams,Iams Adult Original Cat Food,Iams Adult Original,A well-balanced cat food for adult cats of all lifestyles.,Cat Food,Walmart,,,,,,,,,8.0,8.0,,,,,,
1873,Purina,Purina Cat Chow Complete Formula Cat Food,Purina Cat Chow,A well-balanced meal that provides essential nutrients for a healthy and happy life.,Cat Food,Walmart,,,,,,,,,1.0,1.0,,,,,,
1874,Frisksies,"Frisksies Indoor Cat Food, 16 Pounds",Frisksies Indoor Cat Food,A specially formulated food for indoor cats that helps manage weight and reduce shedding.,Cat Food,Walmart,,,,,,,,,2.0,2.0,,,,,,
1875,Whiskas,"Whiskas Adult Cat Food, 14 Pounds",Whiskas Adult Cat Food,A nutrient-rich food that supports overall health and energy for adult cats.,Cat Food,Walmart,,,,,,,,,3.0,3.0,,,,,,
1876,Meow Mix,"Meow Mix Original Choice Cat Food, 14 Pounds",Meow Mix Original Choice Cat Food,A flavorful food that provides essential nutrients for overall health and energy.,Cat Food,Walmart,,,,,,,,,6.0,6.0,,,,,,
1877,9Lives,"9Lives Daily Essentials Cat Food, 12 Pounds",9Lives Daily Essentials Cat Food,A complete and balanced food that provides essential nutrients for adult cats.,Cat Food,Walmart,,,,,,,,,7.0,7.0,,,,,,
1878,Merrick,"Merrick Grain-Free Cat Food, 10 Pounds",Merrick Grain-Free Cat Food,"A grain-free food that provides essential nutrients for adult cats, with real meat and no artificial preservatives.",Cat Food,Walmart,,,,,,,,,9.0,9.0,,,,,,
1879,Purina,"Purina Cat Chow Indoor Cat Food, 16 Pounds",Purina Cat Chow Indoor,Helps maintain a healthy weight and supports digestive health in indoor cats,Cat Food,Walmart,,,,,,,,,1.0,1.0,,,,,,
1880,Fancy Feast,"Fancy Feast Medley Cat Food Variety Pack, Wet Cat Food, 3-Ounce Cans (12 Count)",Fancy Feast Medley Variety Pack,"Variety pack of twelve 3-ounce cans, includes chicken, turkey, and salmon flavors",Cat Food,Walmart,,,,,,,,,2.0,2.0,,,,,,
1881,Whiskas,"Whiskas Dry Cat Food, Chicken Flavor, 14 Pounds",Whiskas Chicken Flavor,Made with high-quality protein sources like chicken and contains 27 essential vitamins and minerals,Cat Food,Walmart,,,,,,,,,3.0,3.0,,,,,,
1882,Friskies,"Friskies Cat Food, Original With Chicken, 16 Pounds",Friskies Original With Chicken,Made with high-quality protein sources and contains 25 essential vitamins and minerals,Cat Food,Walmart,,,,,,,,,6.0,6.0,,,,,,
1883,Merrick,"Merrick Limited Ingredient Diet Cat Food, Grain-Free, Salmon and Sweet Potato",Merrick Limited Ingredient Salmon,Features a single source of protein from real salmon and is made without artificial preservatives,Cat Food,Walmart,,,,,,,,,8.0,8.0,,,,,,
1884,Rachael Ray Nutrish,"Rachael Ray Nutrish Super Premium Cat Food, Chicken and Shrimp, 14 Pounds",Rachael Ray Nutrish Chicken and Shrimp,Made with high-quality protein sources and contains no artificial flavors or preservatives,Cat Food,Walmart,,,,,,,,,9.0,9.0,,,,,,
1885,Meow Mix,"Meow Mix Dry Cat Food, Original, 15.9 Pounds",Meow Mix Original,"Delicious mix of corn and rice, provides essential nutrients for overall health",Cat Food,Walmart,,,,,,,,,10.0,10.0,,,,,,
1886,Purina,"Purina ONE Natural Dry Cat Food, Salmon & Tuna",Purina One Salmon & Tuna,Premium dry cat food with focused nutrition,Cat Food,Walmart,,,,,,,,,,,,,1.0,1.0,,
1887,IAMS,"IAMS Proactive Health Adult Dry Cat Food, Original Chicken",IAMS Original Chicken,Balanced nutritional recipe for quality adult cat diets,Cat Food,Walmart,,,,,,,,,,,,,2.0,2.0,,
1888,Wellness Core,"Wellness CORE Natural Grain-Free Dry Cat Food, Turkey & Chicken Liver",Wellness Core Turkey & Chicken,Grain-free cat food made with wholesome ingredients,Cat Food,Walmart,,,,,,,,,,,,,4.0,4.0,,
1889,Whiskas,"Whiskas Wet Kitten Cat Food Trays in Sauce, Tuna & Chicken",Whiskas Tuna & Chicken,"Tasty, complete wet cat food for kittens",Cat Food,Walmart,,,,,,,,,,,,,7.0,7.0,,
1890,Sheba,"Sheba Gourmet Wet Cat Food Pouch Variety Pack, Assorted Flavors",Sheba Variety Pack,"Delicious, moist cat food in a variety of flavors",Cat Food,Walmart,,,,,,,,,,,,,8.0,8.0,,
1891,Nutro,"Nutro Wholesome Essentials Natural Dry Cat Food, Chicken, Brown Rice & Sweet Potato",Nutro Chicken & Brown Rice,"Wholesome, natural cat food made with real chicken",Cat Food,Walmart,,,,,,,,,,,,,9.0,9.0,,
1892,Eukanuba,"Eukanuba Adult Dry Cat Food, Chicken",Eukanuba Adult Chicken,Advanced nutrition for your cat's life stage,Cat Food,Walmart,,,,,,,,,,,,,10.0,10.0,,
1893,Fancy Feast,Fancy Feast Wet Cat Food,Fancy Feast Wet,Delicious and visually appealing wet cat food,Cat Food,Metro,,,,,,,,,2.0,2.0,,,,,,
1894,Iams,Iams Healthy Kitten Food,Iams Kitten,Nutritious food for kittens to support healthy growth,Cat Food,Metro,,,,,,,,,3.0,3.0,,,,,,
1895,Hill's Science Diet,Hill's Science Diet Kitten Food,Hill's Science Diet Kitten,Nutritious kitten food with scientifically-backed formulas,Cat Food,Metro,,,,,,,,,6.0,6.0,,,,,,
1896,Wellness,Wellness Natural Cat Food,Wellness Natural,All-natural and holistic cat food for optimal health,Cat Food,Metro,,,,,,,,,7.0,7.0,,,,,,
1897,Sheba,Sheba Wet Cat Food,Sheba Wet,Delicious and convenient wet cat food with variety of flavors,Cat Food,Metro,,,,,,,,,10.0,10.0,,,,,,
1898,Whiskas,Whiskas Ocean Fish & Tuna in Gravy,Whiskas Ocean,A delicious and nutritious meal for your cat,Cat Food,Metro,,,,,,,,,,,,,1.0,1.0,,
1899,Iams,Iams ProActive Health Adult Indoor Chunks in Sauce,Iams Adult Indoor,Indoor cat food with essential vitamins and minerals,Cat Food,Metro,,,,,,,,,,,,,2.0,2.0,,
1900,Hill's Science Diet,Hill's Science Diet Adult Indoor Cat Kibble,Hill's Science Diet Adult Indoor,Promotes urinary health and hairball control for indoor cats,Cat Food,Metro,,,,,,,,,,,,,5.0,5.0,,
1901,Sheba,Sheba Gourmet Grill Chicken & Tuna Pate,Sheba Chicken & Tuna,A tasty gourmet meal worthy of a king's feast,Cat Food,Metro,,,,,,,,,,,,,6.0,6.0,,
1902,Fancy Feast,Fancy Feast Grilled Whitefish & Shrimp Duo Feast Kitten Canned Cat Food,Fancy Feast Grilled Whitefish & Shrimp,A rich and varied meal for your kitten,Cat Food,Metro,,,,,,,,,,,,,7.0,7.0,,
1903,Purina Friskies,Purina Friskies Tasty Treasures Party Mix for Cats,Purina Friskies Party Mix,A fun and delicious treat for your cat,Cat Food,Metro,,,,,,,,,,,,,8.0,8.0,,
1904,Meow Mix,Meow Mix Tender Centers Salmon & Whitefish Flavor Cat Food,Meow Mix Salmon & Whitefish,A classic favorite for many cats,Cat Food,Metro,,,,,,,,,,,,,9.0,9.0,,
1905,Eukanuba,Eukanuba Adult Healthy Adult Cat Kibble,Eukanuba Adult,High-quality cat food for optimal health,Cat Food,Metro,,,,,,,,,,,,,10.0,10.0,,
